CODESC;NOMESC;Dir;MUN;NIVEL SOCIOECONOMICO DOS ALUNOS
903267;ZELIA DULCE DE CAMPOS MAIA PROFESSORA;SOROCABA;SOROCABA;5,49
903279;FLAVIO GAGLIARDI PROFESSOR;SOROCABA;SOROCABA;5,71
903280;JOSE ROQUE DE ALMEIDA ROSA PROFESSOR;SOROCABA;SOROCABA;4,63
903309;LIENETTE AVALONE RIBEIRO PROFA;ITAPETININGA;TATUI;3,61
903310;BENEDICTO LEME VIEIRA NETO PROFESSOR;VOTORANTIM;SALTO DE PIRAPORA;5,91
903334;ANTONIO DE OLIVEIRA BUENO FILHO;ARARAQUARA;ARARAQUARA;5,49
903358;LEONARDO BARBIERI DEPUTADO;ARARAQUARA;ARARAQUARA;4,95
903371;ORLANDO FRANCA DE CARVALHO PROFESSOR;JABOTICABAL;BEBEDOURO;6,19
903395;ADALGISA DE SAO JOSE GUALTIERI;FRANCA;FRANCA;3,57
903401;LIZETE PAULINO TEIXEIRA PROFA;FRANCA;FRANCA;6,36
903462;GETULIO VARGAS DOUTOR;RIBEIRAO PRETO;RIBEIRAO PRETO;4,82
903474;JOSE BOMPANI VEREADOR;RIBEIRAO PRETO;RIBEIRAO PRETO;5,2
903498;GERALDO TORRANO PROFESSOR;RIBEIRAO PRETO;CAJURU;5,86
903504;LEONILDA LOPES BIASOTTO PROFA;TAQUARITINGA;BORBOREMA;7,19
903516;MARIA APARECIDA DOS SANTOS OLIVEIRA;TAQUARITINGA;IBITINGA;5,51
903528;MARIA DE LOURDES GENTILLE STEFANO PROFA;TAQUARITINGA;ITAPOLIS;6,6
903536;ADERVAL DA SILVA PROF;ARARAQUARA;MATAO;5,89
903541;SETH DE ALMEIDA;BAURU;PRESIDENTE ALVES;6,51
903589;DECIA LOURDES MACHADO DOS SANTOS PROFA;LINS;LINS;4,54
903632;LEA ROSA MELO ANDREGHETTI PROFA;ASSIS;ASSIS;5,43
903673;HATSUE TOYOTA;MARILIA;GARCA;4,88
903693;BENITO MARTINELLI PROF;MARILIA;MARILIA;5,2
903700;JOSE PASCHOALICK PROFESSOR;OURINHOS;OURINHOS;4,23
903711;IRENE RESINA MIGLIORUCCI PROFESSORA;TUPA;TUPA;5,95
903723;JUDITH SANT'ANA DIEGUES PROFESSORA;MIRACATU;ILHA COMPRIDA;4,15
903735;ODETE PEREIRA GOULART SALES PROFESSORA;REGISTRO;ELDORADO;7,53
903747;ANTONIO DUARTE DE CASTRO;REGISTRO;JACUPIRANGA;6,03
903760;ANTONIETA GHIZINI LENHARE PROFA;AMERICANA;AMERICANA;2,7
903772;NIOMAR APPARECIDA MATTOS GOBBO AMARAL GURGEL PROFA;AMERICANA;AMERICANA;3,6
903784;ALEXANDRE BASSORA;AMERICANA;NOVA ODESSA;3,47
903796;DIRCEU DIAS CARNEIRO;AMERICANA;SANTA BARBARA D'OESTE;4,23
903802;GUIOMAR DIAS DA SILVA PROFA;AMERICANA;SANTA BARBARA D'OESTE;3,63
903814;ARIOSTO RIBEIRO PERSICANO PROF;MOGI MIRIM;AMPARO;5,89
903838;JOAO ANTONIO RODRIGUES PROFESSOR;BRAGANCA PAULISTA;ATIBAIA;6,19
903848;CARLOS JOSE RIBEIRO PROFESSOR;BRAGANCA PAULISTA;ATIBAIA;3,53
903851;LUIZ ROBERTO PINHEIRO ALEGRETTI PROFESSOR;BRAGANCA PAULISTA;BRAGANCA PAULISTA;4,95
903875;MOACYR SANTOS DE CAMPOS PROFESSOR;CAMPINAS LESTE;CAMPINAS;4,43
903887;WASHINGTON JOSE DE LACERDA ORTIZ PROFESSOR;CAMPINAS LESTE;CAMPINAS;5,69
903899;BENEVENUTO TORRES PROFESSOR;CAMPINAS OESTE;CAMPINAS;3,81
903905;ALBERTO MARTINS PROFESSOR;CAMPINAS LESTE;CAMPINAS;4,34
903917;SALVADOR BOVE PROFESSOR;CAMPINAS OESTE;CAMPINAS;3,77
903929;MILTON LEME DO PRADO PROFESSOR;CAPIVARI;INDAIATUBA;3,73
903930;LAURINDO GOMES CARNEIRO CORONEL;CAPIVARI;MONTE MOR;4,98
903985;MARIA ROSA NUCCI PACIFICO HOMEM PROFESSORA;PIRASSUNUNGA;ARARAS;4,14
903991;MAGDALENA SANSEVERINO GROSSO PROFESSORA;LIMEIRA;ARTUR NOGUEIRA;4,72
904004;MARIA APARECIDA SOARES DE LUCCA PROFESSORA;LIMEIRA;LIMEIRA;5,61
904016;GUSTAVO PECCININI;LIMEIRA;LIMEIRA;4,7
904028;MANUEL ALVES CONEGO;LIMEIRA;LIMEIRA;3,41
904041;JOAO PESSOA MASCHIETTO PROF;MOGI MIRIM;MOGI-GUACU;3,65
904090;JURANDYR DE SOUZA LIMA;JUNDIAI;JUNDIAI;4,82
904132;ANTONIO DAVID MONSENHOR;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;6,41
904173;JOAO XXIII;CENTRO OESTE;SAO PAULO;4,79
904181;MARIO FRANCISCO DE AMORIM;ITAPECERICA DA SERRA;EMBU-GUACU;5,71
904193;JOAO ORTIZ RODRIGUES;ITAPECERICA DA SERRA;EMBU-GUACU;5,55
904223;ZILDA COMEGNO MONTI PROFESSORA;OURINHOS;SANTA CRUZ DO RIO PARDO;5,44
904247;LEONIDAS HORTA DE MACEDO PROFESSOR;NORTE 1;SAO PAULO;3,82
904259;MARILENA PIUMBATO CHAPARRO PROFESSORA;NORTE 1;SAO PAULO;4,82
904260;FELICIA DE RINALDIS FRANCO;NORTE 1;SAO PAULO;5,05
904272;MARIA ANTONIETTA DE CASTRO PROFA;NORTE 2;SAO PAULO;6,67
904284;FERNANDO PESSOA;LESTE 3;SAO PAULO;4,35
904296;MARIUMA BUAZAR MAUAD;LESTE 3;SAO PAULO;3,94
904302;AQUILINO RIBEIRO;LESTE 3;SAO PAULO;5,38
904314;GUERRA JUNQUEIRO;LESTE 3;SAO PAULO;4,66
904326;TANCREDO NEVES PRESIDENTE;CENTRO SUL;SAO PAULO;2,93
904338;MARY MORAES;SUL 1;SAO PAULO;4,29
904348;MARTINHO DA SILVA;SUL 2;SAO PAULO;4,36
904399;REPUBLICA DA VENEZUELA;GUARULHOS SUL;GUARULHOS;6,9
904405;ANTONIO VALDEMAR GALO VEREADOR;SUZANO;SUZANO;3,5
904417;LACY LENSKI LOPES PROFESSORA;ITAQUAQUECETUBA;POA;5,48
904430;ROQUE BARBOSA DE MIRANDA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;7
904485;CORA CORALINA POETISA;MAUA;RIO GRANDE DA SERRA;5,94
904491;IVETE VARGAS DEPUTADA;MAUA;RIO GRANDE DA SERRA;6,81
904569;JOAQUIM TORRES SANTIAGO PROFESSOR;LESTE 1;SAO PAULO;5,57
904582;MARIA ANTONIETA FERRAZ BIBLIOTECARIA;LESTE 3;SAO PAULO;4,38
904594;WASHINGTON ALVES NATEL;SUL 3;SAO PAULO;5,3
904624;NILDO DO AMARAL JUNIOR PADRE;LESTE 1;SAO PAULO;4,08
904636;LAURO CELIDONIO GOMES DOS REIS DR;LESTE 2;SAO PAULO;6,1
904648;LAURINDA RODRIGUES PEREIRA LEITE PROFA;LESTE 2;SAO PAULO;3,59
904661;AMADEU ODORICO DE SOUZA;DIADEMA;DIADEMA;4,18
904673;ORIGENES LESSA;DIADEMA;DIADEMA;4,42
904685;ECA DE QUEIROZ;DIADEMA;DIADEMA;4,5
904697;DELCIO DE SOUZA CUNHA PROFESSOR;DIADEMA;DIADEMA;3,61
904703;ADONIAS FILHO;DIADEMA;DIADEMA;5,22
904715;JOSE DANIEL DA SILVEIRA;MAUA;MAUA;6,57
904727;FRANCISCA LOPES NEGRI;MAUA;MAUA;5,15
904739;HANS GRUDZINSKI;MAUA;MAUA;3,9
904740;FERNANDO BUONADUCE PROFESSOR;OSASCO;OSASCO;5,96
904788;MARINHA FERREIRA DO NASCIMENTO PROFESSORA;GUARULHOS SUL;GUARULHOS;6,34
904797;CACILDA CACAPAVA DE OLIVEIRA PROFESSORA;GUARULHOS SUL;GUARULHOS;5,17
904806;PEDRO MORCELI;GUARULHOS SUL;GUARULHOS;5,04
904824;YOLANDA BERNARDINI ROBERT PROFESSORA;SUL 1;SAO PAULO;5,03
904831;ABRAO BENJAMIM PROF;GUARATINGUETA;CRUZEIRO;5,38
904843;ERNESTO CAETANO DE SOUZA TENENTE;CARAPICUIBA;COTIA;4,26
904867;INES BREGA CORDEIRO PROFESSORA;LESTE 3;SAO PAULO;4,25
904879;GIL VICENTE;SUL 2;SAO PAULO;5,02
904892;CARLOS VICENTE CERCHIARI;SANTO ANDRE;SANTO ANDRE;3,59
904909;MARIA ISABEL GIUDICE DE ALBUQUERQUE CAVALCANTI PROFA;CAMPINAS OESTE;CAMPINAS;4,26
904910;JOSE PIAULINO;DIADEMA;DIADEMA;5,24
904922;CANDIDO PROCOPIO FERREIRA DE CAMARGO PROFESSOR;LESTE 3;SAO PAULO;5,81
904934;NAIR HANNICKEL ROMARO;CAIEIRAS;MAIRIPORA;6
904946;FRANCISCO PRISCO;MAUA;RIBEIRAO PIRES;2,88
904958;FRANCISCO CRISTIANO LIMA DE FREITAS;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;3,62
904971;MARISTELA VIEIRA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;3,1
905008;LIONS CLUBE CENTRO;SAO VICENTE;PRAIA GRANDE;4,92
905012;PAULO DE ARRUDA PENTEADO PROFESSOR;SAO VICENTE;SAO VICENTE;4,09
905021;GRACINDA MARIA FERREIRA PROFESSORA;SANTOS;SANTOS;3,18
905045;JOSE PEREIRA EBOLI PROF;GUARATINGUETA;GUARATINGUETA;4,56
905100;MARIA APARECIDA VERISSIMO MADUREIRA RAMOS PROFESSORA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;2,88
905112;ARLETE ELOIZA FERREIRA TEIXEIRA PROFESSORA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;5,78
905124;DIRCE ELIAS PROFESSORA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;5,49
905148;ALVARO ORTIZ PROFESSOR;TAUBATE;TAUBATE;5,03
905185;COTA LEONEL DONA;AVARE;AVARE;4,98
905239;PERICLES GALVAO PROF;ITAPETININGA;ITAPETININGA;5,92
905252;HONORATO FERREIRA DA SILVA;APIAI;RIBEIRAO BRANCO;8,28
905264;IRACEMA PINHEIRO FRANCO PROFA;ITU;SALTO;5,57
905276;MARIA DE LOURDES MORAES COSTELA PROFA;ITU;SALTO;4,75
905288;JOSE BALTAZAR DE SOUZA;ITAPETININGA;SAO MIGUEL ARCANJO;6,79
905297;JOAO RODRIGUES BUENO;SOROCABA;SOROCABA;3,78
905306;ISABEL LOPES MONTEIRO PROFESSORA;SOROCABA;SOROCABA;5,01
905318;AMELIA CESAR MACHADO DE ARAUJO PROFESSORA;SOROCABA;SOROCABA;3,98
905324;JOAO MACHADO DE ARAUJO DOUTOR;SOROCABA;SOROCABA;3,6
905331;ROSEMARY DE MELLO MOREIRA PEREIRA PROFESSORA;SOROCABA;SOROCABA;5,47
905343;SEMIRAMIS TURELLI AZEVEDO PROFA;ITAPETININGA;TATUI;5,16
905380;PAULO TUROLLA;MOGI MIRIM;AMPARO;4,31
905392;MARIA APARECIDA DOS SANTOS CASTRO PROFA;MOGI MIRIM;AMPARO;3,62
905409;OSCAR ALVES JANEIRO PROFESSOR;PIRASSUNUNGA;ARARAS;3,01
905410;MARIA CECILIA TEIXEIRA PINTO PROFESSORA;BRAGANCA PAULISTA;ATIBAIA;3,75
905434;ROSENTINA FARIA SYLLOS PROFESSORA;CAMPINAS OESTE;CAMPINAS;6,17
905446;MARIO JUNQUEIRA DA SILVA PROFESSOR;CAMPINAS OESTE;CAMPINAS;5,62
905458;JULIA LUIZ RUETE;CAMPINAS LESTE;CAMPINAS;5,82
905461;THEREZINA DA FONSECA PARES PROFESSORA;CAMPINAS OESTE;CAMPINAS;5,25
905471;RUY RODRIGUEZ;CAMPINAS OESTE;CAMPINAS;4,42
905495;JOSE DOS REIS PONTES;SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;6,06
905537;NANCY DE REZENDE ZAMARIAN PROFESSORA;SAO JOAO DA BOA VISTA;MOCOCA;4,1
905574;JOAQUIM RODRIGUES AZENHA DR;AMERICANA;NOVA ODESSA;4,38
905586;ROBERTO GARCIA LOSZ PROFESSOR;LIMEIRA;RIO CLARO;5,11
905598;OSCALIA GOES CORREA SANTOS PROFESSORA;LIMEIRA;RIO CLARO;4,58
905604;MARIA JOSE DE AGUIAR ZEPPELINI PROFESSORA;CAPIVARI;RIO DAS PEDRAS;5,49
905636;MARIA IVONE MARTINS ROSA PROFESSORA;SUMARE;SUMARE;4,76
905641;JOSE MIRANDA PREFEITO;SUMARE;SUMARE;4,07
905665;JOSE GILBERTO DE OLIVEIRA SOUZA PROFESSOR;SAO JOAO DA BOA VISTA;VARGEM GRANDE DO SUL;5,79
905677;ANA MARIA PAGIOSSI;JUNDIAI;VARZEA PAULISTA;4,28
905720;EVARISTO FABRICIO PROF;FRANCA;FRANCA;5,09
905756;JOAO SALGADO SOBRINHO DEPUTADO;ARARAQUARA;MATAO;6,85
905800;AYMAR BAPTISTA PRADO PROFESSOR DOUTOR;RIBEIRAO PRETO;RIBEIRAO PRETO;7,57
905811;BAUDILIO BIAGI;RIBEIRAO PRETO;RIBEIRAO PRETO;6,86
905835;GABRIEL FELIX DO AMARAL PROFESSOR;SAO CARLOS;SAO CARLOS;3,29
905847;FERRUCIO CHIARATTI;SERTAOZINHO;SERTAOZINHO;6,07
905859;NILZA MARIA SANTAREM PASCHOAL PROFA;BAURU;AGUDOS;6,11
905914;JOAO CARREIRA;ANDRADINA;ANDRADINA;6,36
905926;RICARDO PERUZZO PROFESSOR;BIRIGUI;BIRIGUI;4,15
905938;HERMINIO CANTISANI PROFESSOR;BIRIGUI;BIRIGUI;5,39
905975;MARCIA NUTI MOLINA;TUPA;BASTOS;7,47
905999;MARIA APARECIDA GALHARINI DOS SANTOS PROFA;ASSIS;MARACAI;4,86
906049;BAIRRO NOVA ITARIRI;MIRACATU;ITARIRI;7,89
906104;ONELIA FAGGIONI MOREIRA PROFESSORA;JALES;JALES;5,46
906116;ARISTIDES PEREIRA FILHO PROFESSOR;JOSE BONIFACIO;JOSE BONIFACIO;5,58
906141;ASSIS JOSE AMBROSIO;NORTE 2;SAO PAULO;5,72
906153;TEREZINE ARANTES FERRAZ BIBLIOTECARIA;NORTE 2;SAO PAULO;5,27
906165;CLOVIS RENE CALABREZ PROF;LESTE 2;SAO PAULO;5,88
906177;CAMILO CASTELO BRANCO;LESTE 3;SAO PAULO;4,61
906189;BERNARDIM RIBEIRO;LESTE 3;SAO PAULO;4,88
906190;FRANCISCO MIGNONE;LESTE 4;SAO PAULO;5,76
906207;YERVANT KISSAJIKIAN;LESTE 3;SAO PAULO;2,98
906232;LYDIA SCALET WALKER PROFA;CAIEIRAS;FRANCISCO MORATO;6,19
906268;ANNA MARIA HOEPPNER GOMES PROFESSORA;GUARULHOS NORTE;GUARULHOS;5,55
906273;JOAO NUNES PASTOR;GUARULHOS SUL;GUARULHOS;5,55
906281;JOSE PAPAIZ PROFESSOR;SUZANO;SUZANO;6,06
906293;BENEDITA DE CAMPOS MARCOLONGO PROFESSORA;SUZANO;SUZANO;4,65
906300;EUCLIDES IGESCA;SUZANO;SUZANO;6,28
906311;MARTHA CALIXTO CAZAGRANDE;SUZANO;FERRAZ DE VASCONCELOS;5,91
906335;ANTONIO MARMORA FILHO MAESTRO;MOGI DAS CRUZES;MOGI DAS CRUZES;4,17
906347;SUELI OLIVEIRA SILVA MARTINS PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;4,57
906360;WALTER NEGRELLI;OSASCO;OSASCO;3,65
906414;JARDIM SAO LUCAS;SAO ROQUE;VARGEM GRANDE PAULISTA;5,05
906426;LUCIA DE CASTRO BUENO PROFESSORA;TABOAO DA SERRA;TABOAO DA SERRA;1,73
906438;FRANCISCO D AMICO;TABOAO DA SERRA;TABOAO DA SERRA;4,36
906448;DENOEL NICODEMOS ELLER REVERENDO;TABOAO DA SERRA;TABOAO DA SERRA;5,37
906463;EDGARD FRANCISCO;TABOAO DA SERRA;TABOAO DA SERRA;3,79
906475;VILA OLINDA II;TABOAO DA SERRA;EMBU DAS ARTES;4,89
906517;SOPHIA MARIA JANUARIA AMARAL;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;5,75
906529;MARIA LUISA MONTEIRO DA CUNHA BIBLIOTECARIA;CENTRO OESTE;SAO PAULO;2,28
906530;ETELVINA DE GOES MARCUCCI PROFESSORA;SUL 1;SAO PAULO;5,68
906542;DIB AUDI;SUL 1;SAO PAULO;4,03
906554;SANTA ROSA DE LIMA;SUL 2;SAO PAULO;5,42
906566;OSCAR PEREIRA MACHADO;SUL 2;SAO PAULO;5,38
906578;GERSON DE MOURA MUZEL PROFESSOR;SUL 3;SAO PAULO;5,9
906585;JAYR DE ANDRADE PROFESSOR;SUL 3;SAO PAULO;4,65
906591;LEONOR FERNANDES COSTA ZACHARIAS;SUL 3;SAO PAULO;5,97
906608;APARECIDA DONIZETE DE PAULA PROFESSORA;DIADEMA;DIADEMA;3,72
906612;ATAEL FERNANDO COSTA REVERENDO;DIADEMA;DIADEMA;5,08
906621;JORGE FERREIRA;DIADEMA;DIADEMA;5,26
906633;JARDIM ARCO IRIS;DIADEMA;DIADEMA;4,67
906645;CLAUDIO ABRAMO;DIADEMA;DIADEMA;4,89
906669;WALKER DA COSTA BARBOSA PROFESSOR;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;4,47
906670;YVONE FRUTUOSO PRODOSSIMO PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;4,86
906682;HELENA URBANO NAGIB PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;3,93
906694;ANA RODRIGUES DE LISO;CARAPICUIBA;CARAPICUIBA;3,2
906748;MARIA APARECIDA FRANCA BARBOSA DE ARAUJO PROFESSORA;TAUBATE;CACAPAVA;4,82
906759;GERALDO TRISTAO DE LIMA PROFESSOR;RIBEIRAO PRETO;BATATAIS;7,44
906773;ARCHIMEDES ARISTEU MENDES DE CARVALHO PROFESSOR;SAO CARLOS;SAO CARLOS;4,51
906797;IZAC SILVERIO PROF;NORTE 2;SAO PAULO;6,13
906803;LEONIDAS PAIVA PROF;NORTE 2;SAO PAULO;2,22
906815;VILA DO LAGO;ASSIS;TARUMA;4,14
906827;MARIA GONCALVES DA MOTTA;PIRAJU;PIRAJU;5,14
906839;TOMAZ ORTEGA GARCIA PROFESSOR;OURINHOS;SANTA CRUZ DO RIO PARDO;5,77
906840;ISABEL CRISTINA FAVARO PALMA PROFESSORA;PIRAJU;TEJUPA;7,52
906931;MANOEL JOSE DA CRUZ PASTOR;SANTOS;GUARUJA;7,12
906955;EDSON LUIZ RIBEIRO LUZIA PROFESSOR;LESTE 1;SAO PAULO;4,23
906967;SALVADOR ALLENDE GOSSENS PRESIDENTE;LESTE 3;SAO PAULO;3,9
906979;JOAO PEDRO DE CARVALHO NETO;LINS;LINS;6,03
906980;MARIA DE LOURDES ARANHA DE ASSIS PACHECO PROFESSORA;LESTE 3;SAO PAULO;3,47
907005;NABIHA ABDALLA CHOHFI;LESTE 1;SAO PAULO;5,46
907017;JORGE LUIS BORGES;LESTE 3;SAO PAULO;4,57
907029;FABIO AGAZZI;LESTE 3;SAO PAULO;5,09
907030;AMERICO FRANCO;ITAQUAQUECETUBA;POA;5,94
907066;FRANCISCA HELENA FURIA PROFESSORA;SANTO ANDRE;SANTO ANDRE;5,52
907078;AGOSTINHO CANO;GUARULHOS SUL;GUARULHOS;5,7
907085;HUGO DE AGUIAR;GUARULHOS SUL;GUARULHOS;4,66
907091;RAFAEL THOMEU;GUARULHOS NORTE;GUARULHOS;4,83
907108;JACOB SALVADOR ZVEIBIL;NORTE 1;SAO PAULO;3,97
907112;SERGIO DA SILVA NOBREZA PROF;LESTE 4;SAO PAULO;3,79
907121;CLORINDA CIAMPITTI PERRELLA;MAUA;MAUA;4,89
907133;OLIMPIA FALCI DONA;SAO ROQUE;IBIUNA;6,19
907157;CAETANO ZAMITTI MAMMANA PROF;LESTE 2;SAO PAULO;5,83
907169;MARIA DE LOURDES MURAD DE CAMARGO PROFESSORA;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;4,89
907170;GABRIEL GONCALVES PROFESSOR;SANTO ANDRE;SANTO ANDRE;2,88
907182;MARIO FRANCISCON;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;4,26
907194;AFRANIO DE OLIVEIRA;SUL 3;SAO PAULO;3,83
907200;REGINA BARTELEGA DA CUNHA M JUNQUEIRA ORTIZ MONTEIRO;GUARATINGUETA;LORENA;6,38
907212;CARLOS ROBERTO GUARIENTO PROFESSOR;MAUA;RIO GRANDE DA SERRA;6,22
907224;ABRANCHE JOSE PROF;ARACATUBA;ARACATUBA;4,76
907236;MARIA DO CARMO LELIS PROFA;ARACATUBA;ARACATUBA;4,78
907248;AIMONE SALA PROF;ARACATUBA;GUARARAPES;5,05
907285;ANNA MARIA LUCIA DE NARDO MORAES BARROS PROFA;AMERICANA;AMERICANA;3,83
907297;IDALINA GRANDIN MIRANDOLA PROFA;AMERICANA;AMERICANA;3,16
907315;JOAO EVANGELISTA MARIANO DA COSTA LOBO PROFESSOR;BRAGANCA PAULISTA;ATIBAIA;5,21
907327;MARCOS ANTONIO DA SILVA GUIMARAES PROFESSOR;BRAGANCA PAULISTA;BRAGANCA PAULISTA;5,22
907340;JOSE NANTALA BADUE PROFESSOR;BRAGANCA PAULISTA;BRAGANCA PAULISTA;4,53
907352;MESSIAS GONCALVES TEIXEIRA PROFESSOR;CAMPINAS OESTE;CAMPINAS;3,65
907364;MARIA ALICE COLEVATI RODRIGUES PROFESSORA;CAMPINAS LESTE;CAMPINAS;3,3
907376;ALVARO COTOMACCI PROFESSOR;CAMPINAS OESTE;CAMPINAS;5,07
907388;FRANCISCO RIBEIRO SAMPAIO PROFESSOR;CAMPINAS OESTE;CAMPINAS;5,98
907397;PAUL EUGENE CHARBONNEAU PROF DOUTOR;CAMPINAS OESTE;CAMPINAS;6,46
907406;MARIA DE LOURDES CAMPOS FREIRE MARQUES PROFESSORA;CAMPINAS OESTE;CAMPINAS;2,99
907418;HUMBERTO DE CAMPOS INSTITUTO POPULAR;CAMPINAS LESTE;CAMPINAS;5,72
907424;AURORA SCODRO GROFF;CAPIVARI;INDAIATUBA;2,7
907431;JOSE ZILAH GONCALVES DOS SANTOS PROFESSOR;SAO JOAO DA BOA VISTA;ITOBI;6,21
907467;AUGUSTO DE SOUZA SARDINHA;PIRASSUNUNGA;LEME;4,57
907480;LUIZ BORTOLETTO;MOGI MIRIM;PEDREIRA;5,18
907492;THEREZINHA RODRIGUES PROFESSORA;PIRASSUNUNGA;PIRASSUNUNGA;4,38
907510;RENE ALBERS PROFESSOR DOUTOR;PIRASSUNUNGA;PIRASSUNUNGA;5,84
907534;ODAIR DE OLIVEIRA SEGAMARCHI PROFA;AMERICANA;SANTA BARBARA D'OESTE;4,8
907546;MARIA JUDITA SAVIOLI DE OLIVEIRA;AMERICANA;SANTA BARBARA D'OESTE;4,19
907558;MARIO AVESANI PREFEITO;PIRASSUNUNGA;SANTA CRUZ DAS PALMEIRAS;6,44
907595;PAULO CAMILO DE CAMARGO;SUMARE;HORTOLANDIA;4,69
907637;MIGUEL MALUHY COMENDADOR;SUL 1;SAO PAULO;3,02
907650;JOAO WALFREDO ROTHERMUND PADRE;MARILIA;MARILIA;5,51
907662;REIKO UEMURA TSUNOKAWA PROFA;MARILIA;MARILIA;4,74
907698;FRANCISCA MESSA GUTIERREZ;MIRANTE DO PARANAPANEMA;ROSANA;6,97
907704;ALBERTO ALVES ROLLO DR;ARARAQUARA;AMERICO BRASILIENSE;4,43
907728;JANDYRA NERY GATTI PROFA;ARARAQUARA;ARARAQUARA;2,61
907736;FABIO JUNQUEIRA FRANCO;BARRETOS;BARRETOS;3,44
907741;LACY BONILHA DE SOUZA PROFESSORA;BARRETOS;BARRETOS;5,18
907789;CELSO BARBIERI DR;TAQUARITINGA;DOBRADA;6,97
907790;CELSO TOLEDO PROF;FRANCA;FRANCA;4,26
907807;BENEDITO EUFRASIO MARCONDES VIEIRA PROF;FRANCA;FRANCA;5,66
907819;CARMEM NOGUEIRA NICACIO PROFA;FRANCA;FRANCA;5,96
907820;ANDRE DONATONI;SAO CARLOS;IBATE;4,81
907873;VICENTE TEODORO DE SOUZA PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;5,62
907881;EXPEDICIONARIOS BRASILEIROS;RIBEIRAO PRETO;RIBEIRAO PRETO;5,31
907911;IGNEZ GIARETTA SGUERRA PROFESSORA;PIRASSUNUNGA;SANTA RITA DO PASSA QUATRO;3,89
907923;LUDGERO BRAGA PROFESSOR;SAO CARLOS;SAO CARLOS;4,21
907935;MILTON MARTINS POITENA;SAO VICENTE;ITANHAEM;5,48
907972;ALEXANDRINA SANTIAGO NETTO;SAO VICENTE;PRAIA GRANDE;5,58
908022;AMAURY TEIXEIRA VASQUES PROF;JACAREI;JACAREI;7,31
908046;JOSE WADIE MILAD PROFESSOR;PINDAMONHANGABA;PINDAMONHANGABA;3,46
908058;ANTONIA CARLOTA GOMES PROFESSORA;PINDAMONHANGABA;PINDAMONHANGABA;4,69
908137;JOSE BELUCIO;FERNANDOPOLIS;FERNANDOPOLIS;5,53
908149;ALZIRA VALLE ROLEMBERG PROFESSORA;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;4,06
908150;WALDEMIRO NAFFAH DOUTOR;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;5,32
908162;JURACI LIMA LUPO PROFA;VOTUPORANGA;VOTUPORANGA;4,69
908174;JOAO MORETTI;ITU;BOITUVA;3,76
908228;ESTACAO GEORGE OETTERER;ITU;IPERO;5,72
908236;ASTOR VASQUES LOPES PROF;ITAPETININGA;ITAPETININGA;6,28
908289;MARIA TEREZA GUIMARAES DE ANGELO PROFA;ITU;SALTO;7,06
908290;MARIA IMACULADA CERQUEIRA BORHER PROFA;ITAPETININGA;SARAPUI;7,63
908320;AZARIAS MENDES PROFESSOR;VOTORANTIM;VOTORANTIM;3,32
908332;ALICE ROLIM DE MOURA HOLTZ PROFESSORA;VOTORANTIM;VOTORANTIM;5,89
908344;JOFRE MANOEL PREFEITO;MIRACATU;IGUAPE;7,6
908368;OSWALDO GAGLIARDI;LESTE 3;SAO PAULO;6,11
908373;MAUD SA DE MIRANDA MONTEIRO PROFESSORA;SUL 2;SAO PAULO;4,31
908381;ARMANDO SESTINI;CAIEIRAS;CAIEIRAS;4,25
908400;OSWALDO WALDER PROFESSOR;CENTRO OESTE;SAO PAULO;3,7
908423;CARLOS AUGUSTO DE PADUA FLEURY PROF;CAIEIRAS;MAIRIPORA;4,97
908459;WANDA MASCAGNI DE SA PROFESSORA;GUARULHOS NORTE;GUARULHOS;4,07
908460;ALFREDO ROBERTO;SUZANO;SUZANO;5,6
908472;JOSE BENEDITO LEITE BARTHOLOMEI PROFESSOR;SUZANO;SUZANO;6,2
908484;JUSSARA FEITOSA DOMSCHKE PROFESSORA;SUZANO;SUZANO;5,49
908502;JOSE EDUARDO VIEIRA RADUAN DOUTOR;SUZANO;FERRAZ DE VASCONCELOS;5,61
908514;DORA PERETTI DE OLIVEIRA PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;4,64
